X,Y,WDSId,SiteId,SiteSpecificName,LegalName,Address,City,County,Latitude,Longitude,CoordinateSystem,HorizontalCollectionMethod,FacilityType,Commercial,CommercialFacility,PermitWorkLoad,CorrectiveActionWorkLoad,FederallyRegulatedTSD,Permitted,CorrectiveActionAndPermit,Hyperlink,Echo,Updated
-87.38239,46.36422,391879,MI0571924760,DEPT/DEFENSE FRMR US AIR FORCE KI SAWYER AFB,US DEPT/DEFENSE,402 3RD ST,GWINN,MARQUETTE,46.36422,-87.38239,WGS-84,Submitted by Handler,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=391879,http://echo.epa.gov/detailed-facility-report?fid=MI0571924760,2026/04/22 01:20:07.110+00
-83.04155,42.4919600000001,391949,MI5210022781,US ARMY - DETROIT ARSENAL,US DEPT/DEFENSE,6501 E 11 MILE RD,WARREN,MACOMB,42.49196,-83.04155,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=391949,http://echo.epa.gov/detailed-facility-report?fid=MI5210022781,2026/04/22 01:20:07.110+00
-83.3632899999999,44.4515400000001,391955,MI5570024278,US AIR FORCE WURTSMITH AFB,US DEPT/DEFENSE,3950 ARROW ST,OSCODA,IOSCO,44.45154,-83.36329,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=391955,http://echo.epa.gov/detailed-facility-report?fid=MI5570024278,2026/04/22 01:20:07.110+00
-85.73189,42.9172300000001,392019,MID000266957,ROZEMA INDUSTRIAL WASTE INC,ROZEMA INDUSTRIAL WASTE INC,2650 THORNWOOD ST SW,WYOMING,KENT,42.91723,-85.73189,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392019,http://echo.epa.gov/detailed-facility-report?fid=MID000266957,2026/04/22 01:20:07.110+00
-85.73864,43.01678,392032,MID000647032,ROZEMA INDUSTRIAL WASTE INC,ROZEMA INDUSTRIAL WASTE INC,2900 PEACH RIDGE  AVE NW,WALKER,KENT,43.01678,-85.73864,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392032,http://echo.epa.gov/detailed-facility-report?fid=MID000647032,2026/04/22 01:20:07.110+00
-83.26415,42.7171500000001,392522,MID000718544,GM ORION ASSEMBLY,GENERAL MOTORS LLC,4555 GIDDINGS RD,LAKE ORION,OAKLAND,42.71715,-83.26415,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392522,http://echo.epa.gov/detailed-facility-report?fid=MID000718544,2026/04/22 01:20:07.110+00
-85.6417499999999,41.9552400000001,392523,MID000718551,AMERICAN AXLE & MANUFACTURING,AMERICAN AXLE AND MFG HOLDINGS INC,1 MANUFACTURING DR,THREE RIVERS,ST JOSEPH,41.95524,-85.64175,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392523,http://echo.epa.gov/detailed-facility-report?fid=MID000718551,2026/04/22 01:20:07.110+00
-85.51334,42.86861,392537,MID000718700,CASCADE RESOURCE RECOVERY,CASCADE RESOURCE RECOVERY,6200 52ND ST SE,GRAND RAPIDS,KENT,42.86861,-85.51334,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392537,http://echo.epa.gov/detailed-facility-report?fid=MID000718700,2026/04/22 01:20:07.110+00
-83.1507799999999,42.2176400000001,392573,MID000721670,BASF CORP,BASF CORP,1532 BIDDLE AVE,WYANDOTTE,WAYNE,42.21764,-83.15078,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392573,http://echo.epa.gov/detailed-facility-report?fid=MID000721670,2026/04/22 01:20:07.110+00
-85.95096,43.0631700000001,392579,MID000721738,CONTINENTAL DAIRY FACILITIES LLC,CONTINENTAL DAIRY FACILITIES LLC,999 W RANDALL ST,COOPERSVILLE,OTTAWA,43.06317,-85.95096,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392579,http://echo.epa.gov/detailed-facility-report?fid=MID000721738,2026/04/22 01:20:07.110+00
-83.17504,42.15482,392581,MID000721753,EDWARD C LEVY COMPANY  TRENTON PLT,EDWARD C LEVY CO,1601 W JEFFERSON AVE,TRENTON,WAYNE,42.15482,-83.17504,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392581,http://echo.epa.gov/detailed-facility-report?fid=MID000721753,2026/04/22 01:20:07.110+00
-83.13586,42.35182,392591,MID000722157,DTE WARREN SERVICE CENTER,DTE ELECTRIC COMPANY,7940 LIVERNOIS AVE,DETROIT,WAYNE,42.35182,-83.13586,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392591,http://echo.epa.gov/detailed-facility-report?fid=MID000722157,2026/04/22 01:20:07.110+00
-84.61378,43.4120500000001,392613,MID000722439,VELSICOL CHEMICAL CORP,VELSICOL CHEMICAL CORP,500 N BANKSON ST,SAINT LOUIS,GRATIOT,43.41205,-84.61378,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392613,http://echo.epa.gov/detailed-facility-report?fid=MID000722439,2026/04/22 01:20:07.110+00
-83.31479,42.62494,392636,MID000722686,SAFETY KLEEN SYSTEMS INC,SAFETY KLEEN SYSTEMS INC,751 ORCHARD LAKE RD,PONTIAC,OAKLAND,42.62494,-83.31479,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392636,http://echo.epa.gov/detailed-facility-report?fid=MID000722686,2026/04/22 01:20:07.110+00
-83.3815099999999,42.21279,392637,MID000722694,SAFETY KLEEN SYSTEMS INC 4 055 03,SAFETY KLEEN SYSTEMS INC,35201 CRANE RD,ROMULUS,WAYNE,42.21279,-83.38151,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392637,http://echo.epa.gov/detailed-facility-report?fid=MID000722694,2026/04/22 01:20:07.110+00
-83.38534,41.90184,392640,MID000722728,SALCO CORP,SALCO INC,704 CONANT AVE,MONROE,MONROE,41.90184,-83.38534,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392640,http://echo.epa.gov/detailed-facility-report?fid=MID000722728,2026/04/22 01:20:07.110+00
-84.2194499999999,43.6061300000001,392698,MID000724724,DOW CHEMICAL MAIN PLANT & INCINERATOR COMPLEX,THE DOW CHEMICAL COMPANY,1790 BUILDING - WASHINGTON STREET,MIDLAND,MIDLAND,43.60613,-84.21945,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392698,http://echo.epa.gov/detailed-facility-report?fid=MID000724724,2026/04/22 01:20:07.110+00
-83.5210499999999,42.22229,392708,MID000724831,MICHIGAN DISPOSAL INC,MICHIGAN DISPOSAL WASTE TREATMENT PLANT,49350 NORTH I94 SERVICE DRIVE,BELLEVILLE,WAYNE,42.22229,-83.52105,WGS-84,Lat/Long Interpolation,TS,is a commercial operation that <strong>accepts</strong> hazardous waste,is a commercial operation that accepts hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392708,http://echo.epa.gov/detailed-facility-report?fid=MID000724831,2026/04/22 01:20:07.110+00
-84.87416,43.2921200000001,392780,MID000780486,WOLVERINE PIPE LINE COMPANY CRYSTAL STATION,WOLVERINE PIPE LINE COMPANY,10100 STANTON RD,CRYSTAL,MONTCALM,43.29212,-84.87416,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392780,http://echo.epa.gov/detailed-facility-report?fid=MID000780486,2026/04/22 01:20:07.110+00
-84.2070399999999,43.59383,392821,MID000809632,DOW SILICONES CORPORATION,DOW SILICONES CORP/DOW CHEMICAL,3901 S SAGINAW RD,MIDLAND,MIDLAND,43.59383,-84.20704,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392821,http://echo.epa.gov/detailed-facility-report?fid=MID000809632,2026/04/22 01:20:07.110+00
-86.3980299999999,43.39403,392822,MID000809640,CHEMOURS MONTAGUE,CHEMOURS COMPANY FC LLC,6270 WILKES RD,MONTAGUE,MUSKEGON,43.39403,-86.39803,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392822,http://echo.epa.gov/detailed-facility-report?fid=MID000809640,2026/04/22 01:20:07.110+00
-83.13738,42.24409,392824,MID000809665,EDWARD C LEVY CO PLANT 3,EDWARD C LEVY CO,100 E WESTFIELD ST,ECORSE,WAYNE,42.24409,-83.13738,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392824,http://echo.epa.gov/detailed-facility-report?fid=MID000809665,2026/04/22 01:20:07.110+00
-83.73635,42.2319000000001,392825,MID000809749,FEDERAL MOGUL CORP,FEDERAL MOGUL CORP,3990 RESEARCH PARK DR,ANN ARBOR,WASHTENAW,42.2319,-83.73635,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392825,http://echo.epa.gov/detailed-facility-report?fid=MID000809749,2026/04/22 01:20:07.110+00
-83.40259,42.2540100000001,392841,MID000809905,NP ROMULUS INDUSTRIAL LLC,ECORSE COMMONS LLC,37350 ECORSE RD,ROMULUS,WAYNE,42.25401,-83.40259,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392841,http://echo.epa.gov/detailed-facility-report?fid=MID000809905,2026/04/22 01:20:07.110+00
-83.42797,42.2726500000001,392845,MID000810408,WOODLAND MEADOWS LDFL NORTH,WASTE MANAGEMENT OF MICHIGAN INC,4620 HANNAN RD,CANTON,WAYNE,42.27265,-83.42797,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392845,http://echo.epa.gov/detailed-facility-report?fid=MID000810408,2026/04/22 01:20:07.110+00
-85.5598199999999,42.2140900000001,392863,MID000820381,PHARMACIA & UPJOHN COMPANY LLC,PHARMACIA & UPJOHN COMPANY LLC,7171 PORTAGE RD,KALAMAZOO,KALAMAZOO,42.21409,-85.55982,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392863,http://echo.epa.gov/detailed-facility-report?fid=MID000820381,2026/04/22 01:20:07.110+00
-85.5818199999999,42.23011,392864,MID000821512,PHARMACIA & UPJOHN COMPANY LLC,PHARMACIA & UPJOHN COMPANY LLC,701 E MILHAM AVE,PORTAGE,KALAMAZOO,42.23011,-85.58182,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392864,http://echo.epa.gov/detailed-facility-report?fid=MID000821512,2026/04/22 01:20:07.110+00
-83.16671,42.54587,392896,MID001722552,INTEVA PRODUCTS LLC SAFETY & INTERIOR SYSTEMS,ETKIN LLC,1401 CROOKS RD,TROY,OAKLAND,42.54587,-83.16671,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392896,http://echo.epa.gov/detailed-facility-report?fid=MID001722552,2026/04/22 01:20:07.110+00
-83.12773,42.3475300000001,392904,MID001868538,BASF CORP MILFORD AVE PLT,BASF CORP,5935 MILFORD ST,DETROIT,WAYNE,42.34753,-83.12773,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392904,http://echo.epa.gov/detailed-facility-report?fid=MID001868538,2026/04/22 01:20:07.110+00
-85.52178,42.2590500000001,392906,MID001876663,MIDLINK BUSINESS PARK,5200 EAST CORK ST INVESTORS LLC,5200 E CORK ST,KALAMAZOO,KALAMAZOO,42.25905,-85.52178,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392906,http://echo.epa.gov/detailed-facility-report?fid=MID001876663,2026/04/22 01:20:07.110+00
-84.01857,41.8949400000001,392920,MID002931228,ANDERSON DEVELOPMENT - SCP,ANDERSON DEVELOPMENT CO,1415 E MICHIGAN ST,ADRIAN,LENAWEE,41.89494,-84.01857,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392920,http://echo.epa.gov/detailed-facility-report?fid=MID002931228,2026/04/22 01:20:07.110+00
-83.79151,42.9729100000001,392938,MID003906773,GENERAL MOTORS LLC-CCA FLINT PC,GENERAL MOTORS LLC,6060 W BRISTOL RD,FLINT,GENESEE,42.97291,-83.79151,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392938,http://echo.epa.gov/detailed-facility-report?fid=MID003906773,2026/04/22 01:20:07.110+00
-83.39469,42.68949,392939,MID003912920,GENERAL MOTORS LLC,GENERAL MOTORS LLC,5260 WILLIAMS LAKE RD,WATERFORD,OAKLAND,42.68949,-83.39469,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392939,http://echo.epa.gov/detailed-facility-report?fid=MID003912920,2026/04/22 01:20:07.110+00
-83.45489,42.36175,392949,MID004508628,WOLF FIVE LLC (FORMER WYCKOFF STEEL PROPERTY),WOLF FIVE LLC,1000 GENERAL DR,PLYMOUTH,WAYNE,42.36175,-83.45489,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=392949,http://echo.epa.gov/detailed-facility-report?fid=MID004508628,2026/04/22 01:20:07.110+00
-84.00818,41.89261,393005,MID005035910,BRAZEWAY INC,BRAZEWAY INC,2711 E MAUMEE ST,ADRIAN,LENAWEE,41.89261,-84.00818,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393005,http://echo.epa.gov/detailed-facility-report?fid=MID005035910,2026/04/22 01:20:07.110+00
-83.65998,41.9972300000001,393008,MID005038500,HOLCIM DUNDEE,HOLCIM US INC,15215 DAY RD,DUNDEE,MONROE,41.99723,-83.65998,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393008,http://echo.epa.gov/detailed-facility-report?fid=MID005038500,2026/04/22 01:20:07.110+00
-84.0979399999999,41.7714700000001,393011,MID005039458,SILBOND CORPORATION,SILBOND CORPORATION,9901 SAND CREEK HWY,WESTON,LENAWEE,41.77147,-84.09794,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393011,http://echo.epa.gov/detailed-facility-report?fid=MID005039458,2026/04/22 01:20:07.110+00
-83.37943,41.9132500000001,393012,MID005039490,JEFFERSON SMURFITT CORP,UNION CAMP CORP,1109 E ELM AVE,MONROE,MONROE,41.91325,-83.37943,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393012,http://echo.epa.gov/detailed-facility-report?fid=MID005039490,2026/04/22 01:20:07.110+00
-84.03074,41.88953,393019,MID005044813,CITY OF ADRIAN,COUNTY OF LENAWEE,410 E BEECHER ST,ADRIAN,LENAWEE,41.88953,-84.03074,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393019,http://echo.epa.gov/detailed-facility-report?fid=MID005044813,2026/04/22 01:20:07.110+00
-83.94348,41.9987800000001,393021,MID005049440,100 E PATTERSON LLC,100 E PATTERSON LLC,100 E PATTERSON ST,TECUMSEH,LENAWEE,41.99878,-83.94348,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393021,http://echo.epa.gov/detailed-facility-report?fid=MID005049440,2026/04/22 01:20:07.110+00
-83.35434,41.90347,393036,MID005057005,FORD RIVER RAISIN WAREHOUSE ENVIRO OFC,FORD MOTOR RIVER RAISIN WAREHOUSE,3200 E ELM AVE,MONROE,MONROE,41.90347,-83.35434,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393036,http://echo.epa.gov/detailed-facility-report?fid=MID005057005,2026/04/22 01:20:07.110+00
-86.09734,41.9936900000001,393041,MID005068507,ALLIANCE CLOUD SERVICES LLC,ALLIANCE CLOUD SERVICES LLC,415 E PRAIRIE RONDE ST,DOWAGIAC,CASS,41.99369,-86.09734,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393041,http://echo.epa.gov/detailed-facility-report?fid=MID005068507,2026/04/22 01:20:07.110+00
-86.2499099999999,41.83464,393042,MID005069257,NATIONAL STANDARD NILES CITY COMPLEX,NATIONAL STANDARD,601 N 8TH ST,NILES,BERRIEN,41.83464,-86.24991,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393042,http://echo.epa.gov/detailed-facility-report?fid=MID005069257,2026/04/22 01:20:07.110+00
-86.5120899999999,42.0521000000001,393051,MID005082839,EAGLE TECHNOLOGIES GROUP,HANSON SYSTEMS LLC,3545 S LAKESHORE DR,SAINT JOSEPH,BERRIEN,42.0521,-86.51209,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393051,http://echo.epa.gov/detailed-facility-report?fid=MID005082839,2026/04/22 01:20:07.110+00
-86.4766499999999,42.11668,393058,MID005119748,AUSCO,AUTO SPECIALTIES MFG CO,643 GRAVES ST,SAINT JOSEPH,BERRIEN,42.11668,-86.47665,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393058,http://echo.epa.gov/detailed-facility-report?fid=MID005119748,2026/04/22 01:20:07.110+00
-83.11834,42.45689,393267,MID005338371,MACDERMID INC,MACDERMID INC,1221 FARROW ST,FERNDALE,OAKLAND,42.45689,-83.11834,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393267,http://echo.epa.gov/detailed-facility-report?fid=MID005338371,2026/04/22 01:20:07.110+00
-83.11353,42.45302,393274,MID005338801,GAGE PRODUCTS COMPANY LLC,GAGE PRODUCTS COMPANY LLC,625 WANDA ST,FERNDALE,OAKLAND,42.45302,-83.11353,WGS-84,Lat/Long Interpolation,TS,is a commercial operation that <strong>accepts</strong> hazardous waste,is a commercial operation that accepts hazardous waste,-1,-1,-1,-1,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393274,http://echo.epa.gov/detailed-facility-report?fid=MID005338801,2026/04/22 01:20:07.110+00
-84.37817,42.2490000000001,393298,MID005341979,KINDER MORGAN POWER ORION PROJECT,KVAERNER SONGER,2219 CHAPIN ST,JACKSON,JACKSON,42.249,-84.37817,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393298,http://echo.epa.gov/detailed-facility-report?fid=MID005341979,2026/04/22 01:20:07.110+00
-85.5803799999999,42.2673,393300,MID005342134,STREBOR INC,STREBOR INC,2305 SUPERIOR AVE,KALAMAZOO,KALAMAZOO,42.2673,-85.58038,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393300,http://echo.epa.gov/detailed-facility-report?fid=MID005342134,2026/04/22 01:20:07.110+00
-85.5498699999999,42.2682,393327,MID005345921,EVERGREEN PACKAGING INC,EVERGREEN PACKAGING INC,2315 MILLER RD,KALAMAZOO,KALAMAZOO,42.2682,-85.54987,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393327,http://echo.epa.gov/detailed-facility-report?fid=MID005345921,2026/04/22 01:20:07.110+00
-83.03809,42.44143,393388,MID005354949,TOMPKINS PRODUCTS INC.,TOMPKINS PRODUCTS INC.,3775 E OUTER DR,DETROIT,WAYNE,42.44143,-83.03809,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393388,http://echo.epa.gov/detailed-facility-report?fid=MID005354949,2026/04/22 01:20:07.110+00
-83.15077,42.3164200000001,393397,MID005355789,MERCIER CORP THE DEARBORN PLANT,MERCIER CORP,3895 ROULO ST,DEARBORN,WAYNE,42.31642,-83.15077,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393397,http://echo.epa.gov/detailed-facility-report?fid=MID005355789,2026/04/22 01:20:07.110+00
-83.4253399999999,42.37688,393417,MID005356621,DELCO CHASIS INDUSTRIAL LAND,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,12950 ECKLES RD,LIVONIA,WAYNE,42.37688,-83.42534,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393417,http://echo.epa.gov/detailed-facility-report?fid=MID005356621,2026/04/22 01:20:07.110+00
-83.71041,43.0110300000001,393419,MID005356654,CITY OF FLINT,CITY OF FLINT,300 N CHEVROLET AVE,FLINT,GENESEE,43.01103,-83.71041,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393419,http://echo.epa.gov/detailed-facility-report?fid=MID005356654,2026/04/22 01:20:07.110+00
-83.87911,43.60556,393420,MID005356688,BAY CITY INDUSTRIAL LAND,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,1600 CROTTY ST,BAY CITY,BAY,43.60556,-83.87911,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393420,http://echo.epa.gov/detailed-facility-report?fid=MID005356688,2026/04/22 01:20:07.110+00
-83.9711,43.3999200000001,393421,MID005356696,FORMER GM PLANT SAGINAW MALLEABLE IRON,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,77 W CENTER ST,SAGINAW,SAGINAW,43.39992,-83.9711,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393421,http://echo.epa.gov/detailed-facility-report?fid=MID005356696,2026/04/22 01:20:07.110+00
