X,Y,WDSId,SiteId,SiteSpecificName,LegalName,Address,City,County,Latitude,Longitude,CoordinateSystem,HorizontalCollectionMethod,FacilityType,Commercial,CommercialFacility,PermitWorkLoad,CorrectiveActionWorkLoad,FederallyRegulatedTSD,Permitted,CorrectiveActionAndPermit,Hyperlink,Echo,Updated
-83.1025299999999,42.3291400000001,393422,MID005356704,FORMER GMC CADILLAC MOTOR CAR CLARK PLT,MOTORS LIQUIDATION COMPANY,2860 CLARK ST,DETROIT,WAYNE,42.32914,-83.10253,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393422,http://echo.epa.gov/detailed-facility-report?fid=MID005356704,2026/04/22 01:20:07.110+00
-83.68493,43.0432900000001,393423,MID005356712,RACER BUICK CITY SITE,RACER BUICK CITY SITE,902 E LEITH ST,FLINT,GENESEE,43.04329,-83.68493,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393423,http://echo.epa.gov/detailed-facility-report?fid=MID005356712,2026/04/22 01:20:07.110+00
-83.67574,42.98508,393424,MID005356738,GMC FISHER BODY DIV FLINT PLT,GENERAL MOTORS CORPORATION,4300 S SAGINAW ST,FLINT,GENESEE,42.98508,-83.67574,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393424,http://echo.epa.gov/detailed-facility-report?fid=MID005356738,2026/04/22 01:20:07.110+00
-83.0509299999999,42.3668700000001,393425,MID005356746,MIDOT DETROIT MAINTENANCE GARAGE,MI DEPT/TRANSPORTATION,1500 E FERRY ST,DETROIT,WAYNE,42.36687,-83.05093,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393425,http://echo.epa.gov/detailed-facility-report?fid=MID005356746,2026/04/22 01:20:07.110+00
-83.1051199999999,42.30591,393426,MID005356787,FORT STREET COMPANY TRIO LLC,FORT STREET COMPANY TRIO LLC,6401 W FORT ST,DETROIT,WAYNE,42.30591,-83.10512,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393426,http://echo.epa.gov/detailed-facility-report?fid=MID005356787,2026/04/22 01:20:07.110+00
-83.55625,42.23245,393427,MID005356795,POWERTRAIN PRODUCT SUPPORT CENTER,GENERAL MOTORS CORPORATION,2625 TYLER ROAD,YPSILANTI,WASHTENAW,42.23245,-83.55625,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393427,http://echo.epa.gov/detailed-facility-report?fid=MID005356795,2026/04/22 01:20:07.110+00
-83.26589,42.3769800000001,393428,MID005356803,DETROIT DIESEL CORPORATION,DETROIT DIESEL CORPORATION,13400 W OUTER DR,DETROIT,WAYNE,42.37698,-83.26589,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393428,http://echo.epa.gov/detailed-facility-report?fid=MID005356803,2026/04/22 01:20:07.110+00
-83.91911,43.4109800000001,393430,MID005356845,DELPHI ENERGY & CHASSIS SAGINAW OPERATIONS,DELPHI AUTOMOTIVE SYSTEMS LLC,2328 E GENESEE AVE,SAGINAW,SAGINAW,43.41098,-83.91911,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393430,http://echo.epa.gov/detailed-facility-report?fid=MID005356845,2026/04/22 01:20:07.110+00
-83.68505,43.09639,393431,MID005356860,RACER COLDWATER ROAD LANDFILL,RACER TRUST - COLDWATER ,6220 HORTON ST,MOUNT MORRIS,GENESEE,43.09639,-83.68505,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393431,http://echo.epa.gov/detailed-facility-report?fid=MID005356860,2026/04/22 01:20:07.110+00
-83.28987,42.6614200000001,393433,MID005356886,RACER PONTIAC NORTH CAMPUS,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,200 E COLUMBIA AVE,PONTIAC,OAKLAND,42.66142,-83.28987,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393433,http://echo.epa.gov/detailed-facility-report?fid=MID005356886,2026/04/22 01:20:07.110+00
-84.55554,42.72418,393434,MID005356894,GENERAL MOTORS LLC,GENERAL MOTORS LLC,920 TOWNSEND ST,LANSING,INGHAM,42.72418,-84.55554,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393434,http://echo.epa.gov/detailed-facility-report?fid=MID005356894,2026/04/22 01:20:07.110+00
-83.25947,42.61972,393435,MID005356902,RACER PONTIAC CENTERPOINT CAMPUS CENTRAL & WEST,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,660 SOUTH BLVD E,PONTIAC,OAKLAND,42.61972,-83.25947,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393435,http://echo.epa.gov/detailed-facility-report?fid=MID005356902,2026/04/22 01:20:07.110+00
-83.29767,42.6620800000001,393436,MID005356910,GFL PONTIAC MRF,GFL ENVIRONMENTAL,900 BALDWIN AVE,PONTIAC,OAKLAND,42.66208,-83.29767,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393436,http://echo.epa.gov/detailed-facility-report?fid=MID005356910,2026/04/22 01:20:07.110+00
-84.5796099999999,42.73826,393437,MID005356928,RACER TRUST LANSING PLANT 6 INDUSTRIAL LAND,REVITALIZING AUTO COMMUNITIES ENVIRONMENTAL RESPONSE TRUST,401 N VERLINDEN AVE,LANSING,INGHAM,42.73826,-84.57961,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393437,http://echo.epa.gov/detailed-facility-report?fid=MID005356928,2026/04/22 01:20:07.110+00
-83.71406,42.9831800000001,393439,MID005356951,GENERAL MOTORS LLC - FLINT COMPLEX,GENERAL MOTORS LLC,G3100 VAN SLYKE RD,FLINT,GENESEE,42.98318,-83.71406,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393439,http://echo.epa.gov/detailed-facility-report?fid=MID005356951,2026/04/22 01:20:07.110+00
-84.6353999999999,43.3787800000001,393469,MID005358130,MRP ALMA FACILITY,MRP PROPERTIES CO LLC,1610 E SUPERIOR ST,ALMA,GRATIOT,43.37878,-84.6354,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393469,http://echo.epa.gov/detailed-facility-report?fid=MID005358130,2026/04/22 01:20:07.110+00
-83.9123499999999,43.5722400000001,393485,MID005359286,DORE INDUSTRIAL INC,DORE INDUSTRIAL INC,501  MORTON ST,BAY CITY,BAY,43.57224,-83.91235,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393485,http://echo.epa.gov/detailed-facility-report?fid=MID005359286,2026/04/22 01:20:07.110+00
-82.45163,42.94325,393486,MID005359294,PRESTOLITE WIRE CORP-ENGINEERING & RESEARCH,PRESTOLITE WIRE CORP,3529 24TH ST,PORT HURON,ST CLAIR,42.94325,-82.45163,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393486,http://echo.epa.gov/detailed-facility-report?fid=MID005359294,2026/04/22 01:20:07.110+00
-85.54121,42.2668400000001,393499,MID005360680,SOLVAY-CYTEC INDUSTRIES INC ,SOLVAY-CYTEC INDUSTRIES INC,3115 MILLER RD,KALAMAZOO,KALAMAZOO,42.26684,-85.54121,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393499,http://echo.epa.gov/detailed-facility-report?fid=MID005360680,2026/04/22 01:20:07.110+00
-83.74184,43.0274200000001,393508,MID005361597,CONTAINER SPECIALTIES INC  (USEPA REGION 5),CONTAINER SPECIALTIES INC,3261 FLUSHING RD,FLINT,GENESEE,43.02742,-83.74184,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393508,http://echo.epa.gov/detailed-facility-report?fid=MID005361597,2026/04/22 01:20:07.110+00
-83.16259,42.1832600000001,393522,MID005363114,ARKEMA INC,ARKEMA INC,17168 WEST JEFFERSON,RIVERVIEW,WAYNE,42.18326,-83.16259,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393522,http://echo.epa.gov/detailed-facility-report?fid=MID005363114,2026/04/22 01:20:07.110+00
-83.01719,42.40108,393624,MID005378161,8611 GRINNELL LLC,8611 GRINNELL LLC,8611 GRINNELL ST,DETROIT,WAYNE,42.40108,-83.01719,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393624,http://echo.epa.gov/detailed-facility-report?fid=MID005378161,2026/04/22 01:20:07.110+00
-83.39893,45.0716400000001,393642,MID005379607,AMIRZE CEMENT INC,AMRIZE CEMENT INC,1435 FORD AVE,ALPENA,ALPENA,45.07164,-83.39893,WGS-84,Lat/Long Interpolation,T,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393642,http://echo.epa.gov/detailed-facility-report?fid=MID005379607,2026/04/22 01:20:07.110+00
-84.54205,42.7524000000001,393654,MID005380134,AMERICAN RHEINMETALL (FORMALLY LOC PERFORMANCE PRODUCTS),AMERICAN RHEINMETALL,1600 N LARCH ST,LANSING,INGHAM,42.7524,-84.54205,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393654,http://echo.epa.gov/detailed-facility-report?fid=MID005380134,2026/04/22 01:20:07.110+00
-83.86132,43.62388,393655,MID005380258,DOW BAY CITY PLANT,THE DOW CHEMICAL COMPANY,4868 WILDER RD,BAY CITY,BAY,43.62388,-83.86132,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393655,http://echo.epa.gov/detailed-facility-report?fid=MID005380258,2026/04/22 01:20:07.110+00
-86.1722,42.20102,393754,MID005422514,DU-WEL HARTFORD INC,DU-WEL HARTFORD INC,520 HEYWOOD ST,HARTFORD,VAN BUREN,42.20102,-86.1722,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393754,http://echo.epa.gov/detailed-facility-report?fid=MID005422514,2026/04/22 01:20:07.110+00
-86.47989,42.1150900000001,393769,MID005477773,WHIRLPOOL CORP ST JOSEPH DIV PLTS 3-6,WHIRLPOOL CORP,201 UPTON DR,SAINT JOSEPH,BERRIEN,42.11509,-86.47989,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393769,http://echo.epa.gov/detailed-facility-report?fid=MID005477773,2026/04/22 01:20:07.110+00
-83.15629,42.3153800000001,393822,MID005510805,DEARBORN REFINING CO,MI DEPT/NATURAL RESOURCES AND ENVIRONMENT,3901 WYOMING ST,DEARBORN,WAYNE,42.31538,-83.15629,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393822,http://echo.epa.gov/detailed-facility-report?fid=MID005510805,2026/04/22 01:20:07.110+00
-83.6840799999999,43.0330500000001,393829,MID005512066,EIDP INC,JAMES P COLE VENTURES LLC,1555 JAMES P COLE BLVD,FLINT,GENESEE,43.03305,-83.68408,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393829,http://echo.epa.gov/detailed-facility-report?fid=MID005512066,2026/04/22 01:20:07.110+00
-83.57237,43.36776,393831,MID005513262,VASSAR ACQUISITIONS LLC,VASSAR ACQUISITIONS LLC,700 E HURON AVE,VASSAR,TUSCOLA,43.36776,-83.57237,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393831,http://echo.epa.gov/detailed-facility-report?fid=MID005513262,2026/04/22 01:20:07.110+00
-85.55324,42.26984,393843,MID005515853,PARKER HYDRAULIC SYSTEMS DIVISION,PARKER HANNIFIN CORPORATION,2220 PALMER AVE,KALAMAZOO,KALAMAZOO,42.26984,-85.55324,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393843,http://echo.epa.gov/detailed-facility-report?fid=MID005515853,2026/04/22 01:20:07.110+00
-83.11088,42.2910000000001,393849,MID005517198,HONEYWELL FORMER DETROIT TAR,HONEYWELL INTERNATIONAL INC,1200 ZUG ISLAND RD,DETROIT,WAYNE,42.291,-83.11088,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393849,http://echo.epa.gov/detailed-facility-report?fid=MID005517198,2026/04/22 01:20:07.110+00
-86.10763,41.9827900000001,393865,MID005529367,DAVIS PRODUCTS CO,DAVIS PRODUCTS CO,111 BEESON ST,DOWAGIAC,CASS,41.98279,-86.10763,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393865,http://echo.epa.gov/detailed-facility-report?fid=MID005529367,2026/04/22 01:20:07.110+00
-83.4092699999999,42.69356,393912,MID006007967,TRANSIGN LLC,TRANSIGN LLC,3777 AIRPORT RD,WATERFORD,OAKLAND,42.69356,-83.40927,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393912,http://echo.epa.gov/detailed-facility-report?fid=MID006007967,2026/04/22 01:20:07.110+00
-85.5354399999999,42.93494,393971,MID006014666,LACKS INDUSTRIES - CASCADE,LACKS INDUSTRIES INC,1601 GALBRAITH AVE SE,GRAND RAPIDS,KENT,42.93494,-85.53544,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393971,http://echo.epa.gov/detailed-facility-report?fid=MID006014666,2026/04/22 01:20:07.110+00
-86.3804499999999,43.3941800000001,393975,MID006014906,OCCIDENTAL CHEMICAL CORP,OCCIDENTAL CHEMICAL CORP,7601 N OLD CHANNEL TRL,MONTAGUE,MUSKEGON,43.39418,-86.38045,WGS-84,Lat/Long Interpolation,TSD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393975,http://echo.epa.gov/detailed-facility-report?fid=MID006014906,2026/04/22 01:20:07.110+00
-85.82494,42.5111400000001,393996,MID006016190,ALLEGAN METAL FINISHING CO,ALLEGAN METAL FINISHING CO,1274 LINCOLN RD,ALLEGAN,ALLEGAN,42.51114,-85.82494,WGS-84,Lat/Long Interpolation,TD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=393996,http://echo.epa.gov/detailed-facility-report?fid=MID006016190,2026/04/22 01:20:07.110+00
-85.64174,42.88536,394001,MID006016547,STEELCASE INC GRAND RAPIDS SITE,STEELCASE INC,901 44TH ST SE,GRAND RAPIDS,KENT,42.88536,-85.64174,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394001,http://echo.epa.gov/detailed-facility-report?fid=MID006016547,2026/04/22 01:20:07.110+00
-86.43439,43.93944,394008,MID006016919,OXYCHEM CALCIUM CLORIDE PRODUCTS,OCCIDENTAL CHEMICAL CORPORATION,1600 S MADISON ST,LUDINGTON,MASON,43.93944,-86.43439,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394008,http://echo.epa.gov/detailed-facility-report?fid=MID006016919,2026/04/22 01:20:07.110+00
-85.19363,44.98062,394020,MID006017966,ANCHOR LAMINA AMERICA INC,ANCHOR LAMINA AMERICA INC,3650 S DERENZY RD,BELLAIRE,ANTRIM,44.98062,-85.19363,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394020,http://echo.epa.gov/detailed-facility-report?fid=MID006017966,2026/04/22 01:20:07.110+00
-85.12809,45.15783,394051,MID006020309,EJ USA INC,EJ USA INC,301 SPRING ST,EAST JORDAN,CHARLEVOIX,45.15783,-85.12809,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394051,http://echo.epa.gov/detailed-facility-report?fid=MID006020309,2026/04/22 01:20:07.110+00
-86.0827,42.8045100000001,394057,MID006020895,KHI INC,KHI INC,582 E LAKEWOOD BLVD,HOLLAND,OTTAWA,42.80451,-86.0827,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394057,http://echo.epa.gov/detailed-facility-report?fid=MID006020895,2026/04/22 01:20:07.110+00
-85.24629,43.18181,394062,MID006021414,FEDERAL-MOGUL CORP,FEDERAL-MOGUL CORP,510 E GROVE ST,GREENVILLE,MONTCALM,43.18181,-85.24629,WGS-84,Lat/Long Interpolation,TS,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394062,http://echo.epa.gov/detailed-facility-report?fid=MID006021414,2026/04/22 01:20:07.110+00
-84.84351,42.5532000000001,394078,MID006023022,JOHNSON IRON INDUSTRIES,JOHNSON IRON INDUSTRIES,615 E SHEPARD ST,CHARLOTTE,EATON,42.5532,-84.84351,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394078,http://echo.epa.gov/detailed-facility-report?fid=MID006023022,2026/04/22 01:20:07.110+00
-85.6025,42.9742400000001,394102,MID006024699,KNAPE AND VOGT MFG CO,KNAPE AND VOGT MFG CO,2700 OAK INDUSTRIAL DR NE,GRAND RAPIDS,KENT,42.97424,-85.6025,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394102,http://echo.epa.gov/detailed-facility-report?fid=MID006024699,2026/04/22 01:20:07.110+00
-86.3425599999999,43.50681,394108,MID006025217,VALLEY CITY METAL PRODUCTS LLC,ROTHBURY SP LAND LLC,2625 W WINSTON RD,ROTHBURY,OCEANA,43.50681,-86.34256,WGS-84,Lat/Long Interpolation,SD,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394108,http://echo.epa.gov/detailed-facility-report?fid=MID006025217,2026/04/22 01:20:07.110+00
-85.48819,42.9579900000001,394120,MID006026793,ACCESS BUSINESS GROUP LLC,ACCESS BUSINESS GROUP LLC,7575 E FULTON RD,ADA,KENT,42.95799,-85.48819,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394120,http://echo.epa.gov/detailed-facility-report?fid=MID006026793,2026/04/22 01:20:07.110+00
-86.2697899999999,43.2035300000001,394139,MID006030357,CWC CASTINGS DIVISION PLANT 3,CWC TEXTRON,1085 W SHERMAN BLVD,MUSKEGON,MUSKEGON,43.20353,-86.26979,WGS-84,Lat/Long Interpolation,D,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394139,http://echo.epa.gov/detailed-facility-report?fid=MID006030357,2026/04/22 01:20:07.110+00
-86.1171199999999,43.21293,394140,MID006030373,SUN CHEMICAL - OLD LOMAC LLC,SUN CHEMICAL,5025 EVANSTON AVE,MUSKEGON,MUSKEGON,43.21293,-86.11712,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394140,http://echo.epa.gov/detailed-facility-report?fid=MID006030373,2026/04/22 01:20:07.110+00
-88.069,45.7978400000001,394156,MID006131890,IRON MOUNTAIN FOUNDRY,IRON MOUNTIAN FOUNDRY,801 S CARPENTER AVE,KINGSFORD,DICKINSON,45.79784,-88.069,WGS-84,Lat/Long Interpolation,T,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394156,http://echo.epa.gov/detailed-facility-report?fid=MID006131890,2026/04/22 01:20:07.110+00
-83.89057,42.59304,394174,MID006402887,CHEM TREND LIMITED PARTNERSHIP,CHEM TREND LIMITED PARTNERSHIP,3205 E GRAND RIVER AVE,HOWELL,LIVINGSTON,42.59304,-83.89057,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394174,http://echo.epa.gov/detailed-facility-report?fid=MID006402887,2026/04/22 01:20:07.110+00
-86.22266,43.25156,394193,MID006407597,"RENK - FRMR TELEDYNE VEHICLE, TDY VEHICLE SYSTEMS",RENK AMERICA-TELEDYNE VEHICLE SYSTEMS,76 S GETTY ST,MUSKEGON,MUSKEGON,43.25156,-86.22266,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,-1,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394193,http://echo.epa.gov/detailed-facility-report?fid=MID006407597,2026/04/22 01:20:07.110+00
-85.64703,42.93382,394209,MID006410377,VESCO OIL CORP-SITE B,VESCO OIL CORP,839 BOSTON ST SE,GRAND RAPIDS,KENT,42.93382,-85.64703,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394209,http://echo.epa.gov/detailed-facility-report?fid=MID006410377,2026/04/22 01:20:07.110+00
-86.10016,42.77887,394218,MID006411953,BLACK RIVER PUBLIC SCHOOL,BLACK RIVER SCHOOLS,491 COLUMBIA AVE,HOLLAND,OTTAWA,42.77887,-86.10016,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394218,http://echo.epa.gov/detailed-facility-report?fid=MID006411953,2026/04/22 01:20:07.110+00
-82.9664,42.51115,394231,MID006523385,BACKER LANDSCAPING INC,BACKER LANDSCAPING INC,29163 CALAHAN RD,ROSEVILLE,MACOMB,42.51115,-82.9664,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,0,0,-1,0,0,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394231,http://echo.epa.gov/detailed-facility-report?fid=MID006523385,2026/04/22 01:20:07.110+00
-83.13327,42.3987300000001,394373,MID007138746,BASF CORP,BASF CORP,3301 BOURKE ST,DETROIT,WAYNE,42.39873,-83.13327,WGS-84,Lat/Long Interpolation,S,<strong>does not accept</strong> offsite hazardous waste,does not accept offsite hazardous waste,-1,-1,0,0,-1,https://www.egle.state.mi.us/wdspi/Dashboard.aspx?w=394373,http://echo.epa.gov/detailed-facility-report?fid=MID007138746,2026/04/22 01:20:07.110+00
