X,Y,LabSampleId,SiteCode,CocSampleId,SampleType,LabName,LabJobName,Matrix,CollectionDate,AnalysisMethod,DilutionFactor,AnalysisDate,Duplicate,Unit,Watershed,Waterbody,LocationCode,HUC10,HUC8,Project,Description,AdditionalDescription,VisitID,SampleDepth,Longitude,Latitude,CAS307244_PFHxA,CAS307244_PFHxAFlag,CAS307244_PFHxAMdl,CAS307244_PFHxARl,CAS307551_PFDoA,CAS307551_PFDoAFlag,CAS307551_PFDoAMdl,CAS307551_PFDoARl,CAS335671_PFOA,CAS335671_PFOAFlag,CAS335671_PFOAMdl,CAS335671_PFOARl,CAS335762_PFDA,CAS335762_PFDAFlag,CAS335762_PFDAMdl,CAS335762_PFDARl,CAS335773_PFDS,CAS335773_PFDSFlag,CAS335773_PFDSMdl,CAS335773_PFDSRl,CAS355464_PFHxS,CAS355464_PFHxSFlag,CAS355464_PFHxSMdl,CAS355464_PFHxSRl,CAS356025_33FTCA,CAS356025_33FTCAFlag,CAS356025_33FTCAMdl,CAS356025_33FTCARl,CAS375224_PFBA,CAS375224_PFBAFlag,CAS375224_PFBAMdl,CAS375224_PFBARl,CAS375735_PFBS,CAS375735_PFBSFlag,CAS375735_PFBSMdl,CAS375735_PFBSRl,CAS375859_PFHpA,CAS375859_PFHpAFlag,CAS375859_PFHpAMdl,CAS375859_PFHpARl,CAS375928_PFHpS,CAS375928_PFHpSFlag,CAS375928_PFHpSMdl,CAS375928_PFHpSRl,CAS375951_PFNA,CAS375951_PFNAFlag,CAS375951_PFNAMdl,CAS375951_PFNARl,CAS376067_PFTeA,CAS376067_PFTeAFlag,CAS376067_PFTeAMdl,CAS376067_PFTeARl,CAS646833_PFecHS,CAS646833_PFecHSFlag,CAS646833_PFecHSMdl,CAS646833_PFecHSRl,CAS754916_PFOSA,CAS754916_PFOSAFlag,CAS754916_PFOSAMdl,CAS754916_PFOSARl,CAS812704_73FTCA,CAS812704_73FTCAFlag,CAS812704_73FTCAMdl,CAS812704_73FTCARl,CAS1763231_PFOS,CAS1763231_PFOSFlag,CAS1763231_PFOSMdl,CAS1763231_PFOSRl,CAS2058948_PFUnA,CAS2058948_PFUnAFlag,CAS2058948_PFUnAMdl,CAS2058948_PFUnARl,CAS2355319_NMeFOSAA,CAS2355319_NMeFOSAAFlag,CAS2355319_NMeFOSAAMdl,CAS2355319_NMeFOSAARl,CAS2706903_PFPeA,CAS2706903_PFPeAFlag,CAS2706903_PFPeAMdl,CAS2706903_PFPeARl,CAS2706914_PFPeS,CAS2706914_PFPeSFlag,CAS2706914_PFPeSMdl,CAS2706914_PFPeSRl,CAS2991506_NEtFOSAA,CAS2991506_NEtFOSAAFlag,CAS2991506_NEtFOSAAMdl,CAS2991506_NEtFOSAARl,CAS13252136_GenX,CAS13252136_GenXFlag,CAS13252136_GenXMdl,CAS16517116_PFODA,CAS16517116_PFODAFlag,CAS16517116_PFODAMdl,CAS13252136_GenXRl,CAS16517116_PFODARl,CAS27619972_62FTS,CAS27619972_62FTSFlag,CAS27619972_62FTSMdl,CAS27619972_62FTSRl,CAS30334691_PFBSA,CAS30334691_PFBSAFlag,CAS30334691_PFBSAMdl,CAS30334691_PFBSARl,CAS39108344_82FTS,CAS39108344_82FTSFlag,CAS39108344_82FTSMdl,CAS39108344_82FTSRl,CAS41997131_PFHxSA,CAS41997131_PFHxSAFlag,CAS41997131_PFHxSAMdl,CAS41997131_PFHxSARl,CAS67905195_PFHxDA,CAS67905195_PFHxDAFlag,CAS67905195_PFHxDAMdl,CAS67905195_PFHxDARl,CAS68259121_PFNS,CAS68259121_PFNSFlag,CAS68259121_PFNSMdl,CAS68259121_PFNSRl,CAS72629948_PFTriA,CAS72629948_PFTriAFlag,CAS72629948_PFTriAMdl,CAS72629948_PFTriARl,CAS756426581_F53BMajor,CAS756426581_F53BMajorFlag,CAS756426581_F53BMajorMdl,CAS756426581_F53BMajorRl,CAS757124724_42FTS,CAS757124724_42FTSFlag,CAS757124724_42FTSMdl,CAS757124724_42FTSRl,CAS763051929_F53BMinor,CAS763051929_F53BMinorFlag,CAS763051929_F53BMinorMdl,CAS763051929_F53BMinorRl,CAS914637493_53FTCA,CAS914637493_53FTCAFlag,CAS914637493_53FTCAMdl,CAS914637493_53FTCARl,CAS919005144_ADONA,CAS919005144_ADONAFlag,CAS919005144_ADONAMdl,CAS919005144_ADONARl,CreatedUser,CreatedDate,LastEditedUser,LastEditedDate,GlobalID,OBJECTID
694652.542047541,226577.003678001,2208047-03,24-HR-0630,Huron-West Dawson rd,,EGLE,2208047,Water,2022/08/03 00:00:00+00,19221018,1,2022/08/08 00:00:00+00,1,ng/L,Huron,Huron River,HR-0630,0409000501,04090005,Investigative,Huron River @ West Dawson Rd.,,2022018,,-83.626852,42.56469,17,,0.6,2,0.4,K,0.4,2,1.2,K,1.2,2,1.5,K,1.5,2,0.5,K,0.5,2,0.6,K,0.6,2,,,,,6.8,,0.4,4,2.4,,0.3,2,12,,0.3,2,0.6,K,0.6,2,0.6,K,0.6,2,0.9,K,0.9,4,0.7,K,0.7,2,0.7,K,0.7,2,,,,,3.8,,0.7,2,0.9,K,0.9,2,1.1,K,1.1,2,26,,0.5,2,0.9,K,0.9,2,0.8,K,0.8,2,0.9,K,0.9,,,,4,,250,,1,10,0.6,K,0.6,2,0.9,K,0.9,2,0.4,K,0.4,2,,,,,0.4,K,0.4,2,0.6,K,0.6,4,0.4,K,0.4,2,0.7,K,0.7,2,0.7,K,0.7,2,,,,,0.4,K,0.4,2,,,,,{75155095-551F-4D23-A2FC-4C55535ABFE6},569
701439.926846237,220358.783103739,320-42692-6,24-FRP1-0010,Pond0001,,TestAmerica,320-42692-1,Water,2018/08/30 00:00:00+00,537 (modified),1,2018/09/17 00:00:00+00,1,ng/L,Huron,Wixom Assembly Pond,FRP1-0010,0409000501,04090005,Investigative,Ford pond 1 (North),Former finishing pond (north pond),2018002,,-83.546429,42.506947,9,,0.49,1.7,0.46,K,0.46,1.7,20,,0.71,1.7,0.52,J,0.26,1.7,0.27,K,0.27,1.7,3,B,0.14,1.7,,,,,25,K,25,25,2.5,,0.17,1.7,6.5,,0.21,1.7,0.35,J,0.16,1.7,1.6,J,0.23,1.7,0.24,K,0.24,1.7,,,,,0.29,K,0.29,1.7,,,,,20,,0.45,1.7,0.92,K,0.92,1.7,2.6,K,2.6,17,7.4,,0.41,1.7,0.71,J,0.25,1.7,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.13,K,0.13,1.7,1.1,K,1.1,1.7,,,,,4.4,K,4.4,17,,,,,,,,,,,,,,,,,{0FD5575F-2EDE-4D22-8020-5678CF2895FA},570
717254.327392299,179063.04852517,320-65617-8,24-HR-0080,HR0022,,Eurofins TestAmerica,320-65617-1,H2O,2020/10/14 00:00:00+00,537 (modified),1,2020/10/19 00:00:00+00,1,ng/L,Huron,Huron River,HR-0080,0409000504,04090005,Investigative,d/s Regan Drain,,2021200,,-83.36985,42.13089,6.8,,0.58,2,0.55,K,0.55,2,2.3,,0.85,2,0.31,J,0.31,2,0.32,K,0.32,2,1.6,J,0.57,2,,,,,5,,2.4,5,2.7,,0.2,2,4.3,,0.25,2,0.19,K,0.19,2,0.58,J,0.27,2,0.73,K,0.73,2,,,,,0.98,K,0.98,2,,,,,4.5,,0.54,2,1.1,K,1.1,2,1.2,K,1.2,5,7.1,,0.49,2,0.3,K,0.3,2,1.3,K,1.3,5,1.5,K,1.5,,,,4,,2.5,K,2.5,5,,,,,0.46,K,0.46,2,,,,,,,,,0.37,K,0.37,2,1.3,K,1.3,2,0.24,K,0.24,2,0.24,K,0.24,2,0.32,K,0.32,2,,,,,0.4,K,0.4,2,,,,,{B7FB2B15-521C-4A09-9518-43A61E2C393D},571
704701.018325879,241147.685081178,320-41509-23,24-HR-1000,HR0270,,TestAmerica,320-41509,Water,2018/07/24 00:00:00+00,537 (modified),1,2018/08/08 00:00:00+00,1,ng/L,Huron,Huron River,HR-1000,0409000501,04090005,Investigative,HR at White Lake Rd,Furthest US point on main stem,2018001,,-83.49917,42.6932,0.51,K,0.51,1.8,0.48,K,0.48,1.8,0.75,K,0.75,1.8,0.27,K,0.27,1.8,0.28,K,0.28,1.8,0.25,J B,0.15,1.8,,,,,1.7,J,0.31,1.8,0.26,J,0.18,1.8,0.29,J,0.22,1.8,0.17,K,0.17,1.8,0.41,J,0.24,1.8,0.25,K,0.25,1.8,,,,,0.31,K,0.31,1.8,,,,,0.58,J,0.47,1.8,0.97,K,0.97,1.8,2.7,K,2.7,18,0.43,K,0.43,1.8,0.26,K,0.26,1.8,1.7,K,1.7,18,,,,,,,,,2.7,J B *,1.8,18,,,,,1.8,K,1.8,18,,,,,,,,,0.14,K,0.14,1.8,1.1,K,1.1,1.8,,,,,4.6,K,4.6,18,,,,,,,,,,,,,,,,,{8A1255EC-A852-493A-982F-609E67443C43},572
698450.015889406,228242.608266622,320-42692-28,24-HR-0690,HR0235,,TestAmerica,320-42692-1,Water,2018/08/30 00:00:00+00,537 (modified),10,2018/09/18 00:00:00+00,1,ng/L,Huron,Huron River,HR-0690,0409000501,04090005,Investigative,HR at Burns Rd,DS Norton Creek,2018002,,-83.58002,42.5787,98,,0.54,1.8,0.51,K,0.51,1.8,3.8,,0.79,1.8,0.47,J,0.29,1.8,0.3,K,0.3,1.8,1.6,J B,0.16,1.8,,,,,34,,0.32,1.8,3.6,,0.18,1.8,26,,0.23,1.8,2.7,,0.18,1.8,1.1,J,0.25,1.8,0.27,K,0.27,1.8,,,,,0.32,K,0.32,1.8,,,,,480,,5,18,1,K,1,1.8,2.9,K,2.9,18,250,,0.45,1.8,0.39,J,0.28,1.8,1.8,K,1.8,18,,,,,,,,,1100,,18,180,,,,,1.8,K,1.8,18,,,,,,,,,0.15,K,0.15,1.8,1.2,K,1.2,1.8,,,,,4.8,K,4.8,18,,,,,,,,,,,,,,,,,{25736DAF-E76F-4AC5-A367-758036CB4CCB},573
685452.344729511,217261.071459749,320-44710-15,24-HR-0560,HR0195,,TestAmerica Sacramento,320-44710-1,Water,2018/10/30 00:00:00+00,537 (modified),1,2018/11/13 00:00:00+00,1,ng/L,Huron,Huron River,HR-0560,0409000501,04090005,Investigative,HR at McCabe Rd.,DS Island Lake Rec. Area,2018103,,-83.74197,42.48313,36,,0.61,2.1,0.57,K,0.57,2.1,2.8,,0.89,2.1,0.39,J,0.32,2.1,0.33,K,0.33,2.1,1.5,J B,0.18,2.1,,,,,14,,0.37,2.1,3.7,,0.21,2.1,24,,0.26,2.1,0.28,J,0.2,2.1,0.66,J,0.28,2.1,0.3,K,0.3,2.1,,,,,0.37,K,0.37,2.1,,,,,65,,0.56,2.1,1.1,K,1.1,2.1,3.2,K,3.2,21,75,,0.51,2.1,0.31,K,0.31,2.1,2,K,2,21,,,,,,,,,27,,2.1,21,,,,,2.1,K,2.1,21,,,,,,,,,0.17,K,0.17,2.1,1.4,K,1.4,2.1,,,,,5.4,K,5.4,21,,,,,,,,,,,,,,,,,{6C8B8D48-3F2F-4503-B053-17A7BFCD3B99},574
702267.158674151,189931.253340641,200-48539-7,24-WR-0050,WR0150,,TestAmerica Burlington,200-48539-1,Water,2019/04/29 00:00:00+00,537 (modified),5,2019/05/04 00:00:00+00,1,ng/L,Huron,Willow Run,WR-0050,0409000504,04090005,Investigative,WR just US Tyler Rd.,"US Tyler Road YCUA outfall and landfills; DS of WR Airport outfall 00",2019003,,-83.547244,42.232825,3.6,K,3.6,9.5,2.8,K,2.8,9.5,3,J,3,9.5,3.6,K,3.6,9.5,4.3,K,4.3,9.5,13,,3.8,9.5,,,,,6,J,4.7,9.5,2.3,K,2.3,9.5,4.3,K,4.3,9.5,4.5,K,4.5,9.5,1.5,J,1.3,9.5,4.3,K,4.3,9.5,,,,,3,K,3,9.5,,,,,3.7,J,2.9,9.5,2.5,K,2.5,9.5,8,K,8,95,3,K,3,9.5,1.4,K,1.4,9.5,7.1,K,7.1,95,,,,,,,,,22,K,22,95,,,,,14,K,14,95,,,,,,,,,3.8,K,3.8,9.5,2.8,K,2.8,9.5,,,,,25,K,25,95,,,,,,,,,,,,,,,,,{93558063-A11E-4744-AEF4-EAAA0096F3E0},575
700114.968123783,227796.786624464,200-48551-16,24-HR-0700,HR0240,,TestAmerica Burlington,200-48551-1,Water,2019/04/30 00:00:00+00,537 (modified),5,2019/05/07 00:00:00+00,1,ng/L,Huron,Huron River,HR-0700,0409000501,04090005,Investigative,HR at Wixom Rd,US Norton Creek,2019002,,-83.5599,42.57425,3.2,K,3.2,8.5,2.5,K,2.5,8.5,2.7,K,2.7,8.5,3.3,K,3.3,8.5,3.8,K,3.8,8.5,3.4,K,3.4,8.5,,,,,4.2,K,4.2,8.5,2.5,J,2.1,8.5,3.9,K,3.9,8.5,4,K,4,8.5,1.1,K,1.1,8.5,3.9,K,3.9,8.5,,,,,2.7,K,2.7,8.5,,,,,2.6,K,2.6,8.5,2.2,K,2.2,8.5,7.2,K,7.2,85,7,J,2.7,8.5,1.3,K,1.3,8.5,6.4,K,6.4,85,,,,,,,,,19,K,19,85,,,,,12,K,12,85,,,,,,,,,3.4,K,3.4,8.5,2.5,K,2.5,8.5,,,,,22,K,22,85,,,,,,,,,,,,,,,,,{DD909551-0CE5-44CA-BC7C-18B3610874BE},576
672088.010616941,209330.633527804,320-41509-1,24-HR-0450,HR0165,,TestAmerica,320-41509,Water,2018/07/24 00:00:00+00,537 (modified),1,2018/08/03 00:00:00+00,1,ng/L,Huron,Huron River,HR-0450,0409000503,04090005,Investigative,HR DS Base Line and Portage Lakes,DS Portage River and Honey Creek Confluence,2018001,,-83.90695,42.41488,14,,0.56,1.9,0.53,K,0.53,1.9,3.4,,0.81,1.9,0.8,J,0.3,1.9,0.31,K,0.31,1.9,1.2,J B,0.16,1.9,,,,,8.3,,0.33,1.9,4.9,,0.19,1.9,11,,0.24,1.9,0.18,K,0.18,1.9,0.73,J,0.26,1.9,0.28,K,0.28,1.9,,,,,0.33,K,0.33,1.9,,,,,11,,0.52,1.9,1.1,K,1.1,1.9,3,K,3,19,26,,0.47,1.9,0.29,K,0.29,1.9,1.8,K,1.8,19,,,,,,,,,12,J * B,1.9,19,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1.9,1.2,K,1.2,1.9,,,,,5,K,5,19,,,,,,,,,,,,,,,,,{34A65FF7-CDFB-437D-9F52-DCA131F82628},577
709441.836236883,237995.155978502,2205178-19,24-PTL-0010,PTL-0010,,EGLE,2205178,H2O,2022/05/13 00:00:00+00,PFAS-8327,1,2022/05/24 00:00:00+00,1,ng/L,Huron,Pontiac Lake,PTL-0010,0409000501,04090005,Investigative,Pontiac Lake East Boat Launch,,2022012,,-83.442505,42.66353,0.9, J ,0.6,2,0.4,K  ,0.4,2,2.2,  ,1.2,2,1.5,K  ,1.5,2,0.5,K  ,0.5,2,0.6,K  ,0.6,2,,,,,3.8, J ,0.4,4,0.8, J ,0.3,2,0.8, J ,0.3,2,0.6,K  ,0.6,2,0.6,K  ,0.6,2,0.9,K  ,0.9,4,0.7,K  ,0.7,2,0.7,K  ,0.7,2,,,,,0.7,K  ,0.7,2,0.9,K  ,0.9,2,1.1,K  ,1.1,2,2.4,  ,0.5,2,0.9,K  ,0.9,2,0.8,K  ,0.8,2,0.9,K  ,0.9,,,,4,,1,K  ,1,2,0.6,K  ,0.6,2,0.9,K  ,0.9,2,0.4,K  ,0.4,2,,,,,0.4,K  ,0.4,2,0.6,K  ,0.6,4,0.4,K  ,0.4,2,0.7,K  ,0.7,2,0.7,K  ,0.7,2,,,,,0.4,K  ,0.4,2,,,,,{40FD5427-D8E3-44E8-AEC7-8E7D0CDEBF7A},578
697042.787202452,228957.645523495,2208047-02,24-HR-0670,Huron-east Huron Street,,EGLE,2208047,Water,2022/08/03 00:00:00+00,19221018,1,2022/08/08 00:00:00+00,1,ng/L,Huron,Huron River,HR-0670,0409000501,04090005,Investigative,Huron River @ East Huron St.,,2022018,,-83.596909,42.585503,12,,0.6,2,0.4,K,0.4,2,2.3,,1.2,2,1.5,K,1.5,2,0.5,K,0.5,2,0.6,K,0.6,2,,,,,4.8,,0.4,4,2.3,,0.3,2,9,,0.3,2,0.6,K,0.6,2,0.6,K,0.6,2,0.9,K,0.9,4,0.7,K,0.7,2,0.7,K,0.7,2,,,,,3.4,,0.7,2,0.9,K,0.9,2,1.1,K,1.1,2,14,,0.5,2,0.9,K,0.9,2,0.8,K,0.8,2,0.9,K,0.9,,,,4,,200,,1,10,0.6,K,0.6,2,0.9,K,0.9,2,0.4,K,0.4,2,,,,,0.4,K,0.4,2,0.6,K,0.6,4,0.4,K,0.4,2,0.7,K,0.7,2,0.7,K,0.7,2,,,,,0.4,K,0.4,2,,,,,{D3D3E10B-3BD3-4AE6-8138-C6239E33A69E},579
717155.210641599,179296.337324139,320-65617-5,24-HR-0090,HR0023,,Eurofins TestAmerica,320-65617-1,H2O,2020/10/14 00:00:00+00,537 (modified),1,2020/10/19 00:00:00+00,1,ng/L,Huron,Huron River,HR-0090,0409000504,04090005,Investigative,u/s Regan Drain,,2021200,,-83.37096,42.133018,7.4,,0.57,2,0.54,K,0.54,2,2.1,,0.83,2,0.3,K,0.3,2,0.31,K,0.31,2,1.5,J,0.56,2,,,,,4.8,J,2.3,4.9,2.9,,0.2,2,3.6,,0.24,2,0.19,K,0.19,2,0.59,J,0.26,2,0.71,K,0.71,2,,,,,0.96,K,0.96,2,,,,,3.1,,0.53,2,1.1,K,1.1,2,1.2,K,1.2,4.9,6.7,,0.48,2,0.29,K,0.29,2,1.3,K,1.3,4.9,1.5,K,1.5,,,,3.9,,2.4,K,2.4,4.9,,,,,0.45,K,0.45,2,,,,,,,,,0.36,K,0.36,2,1.3,K,1.3,2,0.23,K,0.23,2,0.23,K,0.23,2,0.31,K,0.31,2,,,,,0.39,K,0.39,2,,,,,{0B1AEFC8-169C-4A3F-9AEB-61D00F19D214},580
684049.789014056,198905.118381469,320-43736-2,24-HR-0360,HR0130,,TestAmerica Sacramento,320-43736-1,Water,2018/09/28 00:00:00+00,537 (modified),1,2018/10/15 00:00:00+00,1,ng/L,Huron,Huron River,HR-0360,0409000503,04090005,Investigative,HR Barton Pond,,2018104,,-83.76502,42.31822,19,,0.58,2,0.55,K,0.55,2,3,,0.85,2,0.66,J,0.31,2,0.32,K,0.32,2,1,J B,0.17,2,,,,,9.8,B,0.35,2,4.8,,0.2,2,17,,0.25,2,0.32,J,0.19,2,1.1,J,0.27,2,0.29,K,0.29,2,,,,,0.35,K,0.35,2,,,,,42,,0.54,2,1.1,K,1.1,2,3.1,K,3.1,20,38,,0.49,2,0.3,K,0.3,2,1.9,K,1.9,20,,,,,,,,,2,K,2,20,,,,,2,K,2,20,,,,,,,,,0.16,K,0.16,2,1.3,K,1.3,2,,,,,5.2,K,5.2,20,,,,,,,,,,,,,,,,,{3C800587-2750-4426-9727-78419C56804F},581
680964.938615031,216045.580672068,200-50747-5,24-OLO-0010,LITTLE ORE LAKE,,TestAmerica Burlington,200-50747-1,Water,2019/09/27 00:00:00+00,537 (modified),1,2019/10/04 00:00:00+00,1,ng/L,Huron,Ore Lake,OLO-0010,0409000501,04090005,Investigative,Ore Lake Outlet,US Huron- DS Ore Lake,2019015,,-83.79694,42.47327,3.9,,0.71,1.9,0.55,K,0.55,1.9,2.7,,0.75,1.9,0.71,K,0.71,1.9,0.84,K,0.84,1.9,0.74,K,0.74,1.9,,,,,5.6,,0.93,1.9,3.5,,0.45,1.9,1.5,J,0.84,1.9,0.88,K,0.88,1.9,0.77,J,0.25,1.9,0.85,K,0.85,1.9,,,,,9.3,K,9.3,9.3,,,,,2.4,,0.57,1.9,0.72,K,0.72,1.9,1.6,K,1.6,19,5.7,,0.58,1.9,0.28,K,0.28,1.9,1.4,K,1.4,19,,,,,,,,,5.1,K,5.1,19,,,,,2.7,K,2.7,19,,,,,,,,,0.74,K,0.74,1.9,0.56,K,0.56,1.9,,,,,4.8,K,4.8,19,,,,,,,,,,,,,,,,,{3240B06F-C772-4989-B932-9F64282258B0},582
699263.735572244,219798.743795278,320-42692-9,24-NC-0170,NC0600,,TestAmerica,320-42692-1,Water,2018/08/30 00:00:00+00,537 (modified),1,2018/09/13 00:00:00+00,1,ng/L,Huron,Norton Creek,NC-0170,0409000501,04090005,Investigative,Norton Creek at Grand River Ave,US Ford Assembly,2018002,,-83.573103,42.502479,0.8,J,0.49,1.7,0.47,K,0.47,1.7,2,,0.72,1.7,0.48,J,0.26,1.7,0.27,K,0.27,1.7,0.67,J B,0.14,1.7,,,,,30,K,30,30,3.1,,0.17,1.7,0.73,J,0.21,1.7,0.16,K,0.16,1.7,0.93,J,0.23,1.7,0.25,K,0.25,1.7,,,,,0.3,K,0.3,1.7,,,,,4.1,,0.46,1.7,0.93,K,0.93,1.7,2.6,K,2.6,17,2.3,,0.41,1.7,0.25,K,0.25,1.7,1.6,K,1.6,17,,,,,,,,,1.7,K,1.7,17,,,,,1.7,K,1.7,17,,,,,,,,,0.14,K,0.14,1.7,1.1,K,1.1,1.7,,,,,4.4,K,4.4,17,,,,,,,,,,,,,,,,,{AC75DC73-D089-487C-9196-D85FB14D9AAE},583
721643.177550475,176548.068049141,FTRK-0001,24-HR-0060,FTRK-0001,,Vista Analytical,2001650,H2O,2020/08/04 00:00:00+00,EPA-537M,1,2020/08/18 00:00:00+00,1,ng/L,Huron,Huron River,HR-0060,0409000504,04090005,Investigative,Flat Rock Impoundment off Oakwoods Rd.,,2020204,,-83.317751,42.106998,4.01,J,1.44,4.22,1.44,K,1.44,4.22,2.01,J,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,,,,,3.97,J,1.44,4.22,2.66,J,1.44,4.22,2.39,J,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,2.54,K,2.54,8.44,1.44,K,1.44,4.22,,,,,4.7,,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,4.75,,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,2.54,K,2.54,,,,4.22,,1.44,K,1.44,4.22,,,,,1.44,K,1.44,4.22,,,,,,,,,2.04,K,2.04,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,1.44,K,1.44,4.22,2.54,K,2.54,8.44,1.44,K,1.44,4.22,,,,,{6FB9DB2B-2026-4E2D-B96B-B5256CB5FB30},584
699994.004708003,225399.634830464,320-44710-26,24-NC-0030,NC0100,,TestAmerica Sacramento,320-44710-1,Water,2018/10/30 00:00:00+00,537 (modified),1,2018/11/14 00:00:00+00,1,ng/L,Huron,Norton Creek,NC-0030,0409000501,04090005,Investigative,Norton Creek @ Buno Rd.,,2018103,,-83.562227,42.552704,81,,0.55,1.9,0.52,K,0.52,1.9,3.3,,0.81,1.9,0.29,K,0.29,1.9,0.3,K,0.3,1.9,1.6,J B,0.16,1.9,,,,,28,B,0.33,1.9,3.5,,0.19,1.9,47,,0.24,1.9,0.33,J,0.18,1.9,0.99,J,0.26,1.9,0.28,K,0.28,1.9,,,,,0.33,K,0.33,1.9,,,,,75,,0.51,1.9,1,K,1,1.9,2.9,K,2.9,19,160,,0.47,1.9,0.28,K,0.28,1.9,1.8,K,1.8,19,,,,,,,,,390,,3.8,38,,,,,1.9,K,1.9,19,,,,,,,,,0.15,K,0.15,1.9,1.2,K,1.2,1.9,,,,,4.9,K,4.9,19,,,,,,,,,,,,,,,,,{0D02E5A6-D7B8-4E95-B73B-DACA457E48F2},585
692291.488798281,221566.748362835,KENT-0010,24-HR-0600,KENT-0010,,Vista Analytical,2001312,H2O,2020/06/14 00:00:00+00,EPA-537M,1,2020/06/30 00:00:00+00,1,ng/L,Huron,Huron River,HR-0600,0409000501,04090005,Investigative,Kent Lake,,2020202,,-83.65732,42.52019,4.85,,1.4,4.07,1.4,K,1.4,4.07,1.9,J,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,,,,,4.37,,1.4,4.07,2.2,J,1.4,4.07,4.39,,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,,,,,1.4,K,1.4,4.07,,,,,3.88,J,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,5.75,,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,2.45,K,2.45,,,,4.07,,4.57,,1.4,4.07,,,,,1.4,K,1.4,4.07,,,,,,,,,1.97,K,1.97,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,1.4,K,1.4,4.07,,,,,1.4,K,1.4,4.07,,,,,{A60465B3-1646-4093-A5DF-E84B8336FA3E},586
717155.210641599,179296.337324139,HR-0020,24-HR-0090,HR-0020,,Vista Analytical,2001842,H2O,2020/08/25 00:00:00+00,EPA-537M,1,2020/09/10 00:00:00+00,1,ng/L,Huron,Huron River,HR-0090,0409000504,04090005,Investigative,u/s Regan Drain,,2020208,,-83.37096,42.133018,5.13,Q,1.03,4.11,1.03,K,1.03,4.11,1.92,J,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,,,,,3.8,J,1.03,4.11,2.43,J,1.03,4.11,2.62,J,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,,,,,3.6,J,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,7.53,,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,,,,4.11,,1.03,K,1.03,4.11,,,,,1.03,K,1.03,4.11,,,,,,,,,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,1.03,K,1.03,4.11,2.05,K,2.05,8.22,1.03,K,1.03,4.11,,,,,{AF9B4D39-C8E4-402A-B6F0-DA74ADF164ED},587
697659.092272263,222314.074052376,200-50238-8,24-HVT1-0010,WETLAND,,TestAmerica Burlington,200-50238-1,Water,2019/08/21 00:00:00+00,537 (modified),1,2019/08/26 00:00:00+00,1,ng/L,Huron,Wetland,HVT1-0010,0409000501,04090005,Investigative,Huron Valley Trail Wetland,,2019020,,-83.59174,42.52554,8.7,,0.62,1.6,0.48,K,0.48,1.6,2.6,,0.66,1.6,0.63,K,0.63,1.6,0.74,K,0.74,1.6,0.74,J,0.65,1.6,,,,,6.6,B,0.82,1.6,7,,0.4,1.6,2.9,,0.74,1.6,0.78,K,0.78,1.6,1.9,,0.22,1.6,0.75,K,0.75,1.6,,,,,8.2,K,8.2,8.2,,,,,3.5,,0.5,1.6,0.64,K,0.64,1.6,1.4,K,1.4,16,11,,0.52,1.6,0.25,K,0.25,1.6,1.2,K,1.2,16,,,,,,,,,4.5,K,4.5,16,,,,,2.4,K,2.4,16,,,,,,,,,0.65,K,0.65,1.6,0.49,K,0.49,1.6,,,,,4.3,K,4.3,16,,,,,,,,,,,,,,,,,{911EE610-F1A0-4BDA-A533-3814E5D08D38},588
